principal_id,tokens
2ifct-vrahg-5k7cq-cs3wp-2xges-q7sp6-gxwqu-xpmw2-prkqj-s7bam-2ae,11760.44871
3kavk-2q5ve-7rpgk-ocfwu-7xwpd-x6lpe-pylbp-u5xaz-qbzrq-hoheu-lqe,11760.44871
ubk2a-oblc2-y73yu-huy6g-5tug4-p3ehj-wz7ky-56bhc-ojmpp-5qnbz-jqe,11760.44871
q2jwe-uqihw-ndqtv-gcsk4-4pk6k-2wcwz-2mwtd-qsj4d-vkwet-t4l3f-mqe,11760.44871
vdxqn-257q6-rg7lk-twcys-abwb4-jxrjm-lgeol-ie5li-txx3p-yja65-5ae,11760.44871
hzuvu-xjoet-o45zc-fkisg-vz64q-bvvrg-yerm2-zvgf6-oiqnb-vdl7s-uqe,11760.44871
h4syj-bprrm-7rkia-i3fzf-t7vsz-4sf3f-w4c6o-xra7b-v4zqf-blj4l-lae,11760.44871
ott55-3swmy-hder6-ggg6u-nwsuq-fq4vf-q65zn-jxmkv-cnnpr-amscu-qqe,11760.44871
j4ziw-rzwyr-lb7w5-yhtsd-wjn2p-52lf6-manwd-byn3r-5a4il-pykqi-zae,11760.44871
h7d6n-jjkdm-knx3s-z2xg3-bqlzo-e7fwt-gor5c-ztuoz-jyudo-cnze5-aqe,11760.44871
rndhu-lr6j2-3knar-2bdjt-rgmi5-c4ul4-fbxl3-zocad-nciuq-pggse-mqe,11760.44871
okswu-6a2qs-pjdhk-hbzvr-zkq5j-dlvjs-qjcql-6vk4c-kvkph-ld6pk-5qe,11760.44871
27qon-4pgua-iorp4-wtx4t-fq3ca-gc2q2-cuypn-vx3ar-4nhts-hycht-wqe,11760.44871
xbs3v-vqe5i-k7orx-ugmo5-roqp6-dvu7f-yysvm-5fos5-7k4aq-fhwwo-kae,11760.44871
nozvc-kmdlf-hzm4p-rdydh-qtvmz-qwsm6-iu2ze-rthc5-nvyrg-3kvlw-rae,80513.84114
nzwzd-suony-rq2v3-vlgih-yjzph-qv4kt-txr3t-oq3xr-m6xpm-mdlml-rqe,11760.44871
mnvnq-efqji-o25p7-3nnup-24hjf-bbukv-eyrdi-hrncq-zprr3-tktt6-aqe,11760.44871
7ofjf-xpqa2-yvugu-7t2f5-mwka7-4kv2h-5l2ky-umcax-q5mv5-ht27e-mae,11760.44871
q6327-52zbj-xyfmi-kfcam-kmdm4-bkzrm-6zmnf-kgdiu-fkitx-azd2m-2qe,11760.44871
wggia-xxgaw-i47pp-zld55-vnncg-f6fsr-sumve-4f3lh-tiucz-rtzqg-wqe,11760.44871
pqnvw-ov5oo-r2dde-azjgo-trsfi-42yhs-yqcpm-yqo4h-i32y7-pyovc-4qe,11760.44871
tmfi2-ihc4f-wphx3-suwje-cr2gq-sgk6n-bnzli-6joex-fouvx-vrjvb-gqe,11760.44871
sxvpx-2aqte-tqytv-b2yuv-bwvyf-dnexk-zqgn2-tqk2y-kznq4-t6dyu-pae,11760.44871
lbhis-pmrgk-uofes-3jkzw-kk32s-v2web-keu6p-t3st5-jbh6e-jjuz4-hae,11760.44871
gatmv-dxt2l-xbqwn-mgkhm-fipg5-dln5o-lfv5v-vcfwp-j73ei-jw2eo-fae,11760.44871
bnva6-w2lsm-krgox-taq7p-naoi2-jnmg7-6r3lk-7zrl6-rjpvb-gont2-fqe,11760.44871
rq2zq-lfyq5-giie3-4orr7-2pqzj-5rfyp-ebh7o-4axm2-sjezj-oaugh-5ae,11760.44871
klid5-cova4-lw62b-yfitn-t7rfj-cdmuv-btkru-vxty6-ob2n5-l4tfp-bae,11760.44871
zfewy-2uxev-7f7ma-lhrwx-pld44-5om7h-7ykmj-6ryul-rqme5-mbdfm-rae,11760.44871
cevfk-npo2e-bmc6f-dd4ms-uw5ql-ak46h-ywqh4-7hrxi-4fecs-din24-gqe,11760.44871
utcjz-ihfkc-3gpi4-bd3zi-7p2r2-p5sjs-hagx4-mra22-ueysk-k37c7-jae,11760.44871
34vmr-26fyb-okbzu-5ibb3-5gotg-ifrps-hpbxl-yjcth-xiuin-22asi-7qe,80513.84114
v2aol-q3pcq-on5fk-ydveb-p7u34-upncp-v2av6-fzfpe-s3vul-6i6fu-xqe,80513.84114
7jyk4-iov3v-lwkhq-tetey-uj7dn-d5y2x-hgaxp-54as2-r6f74-w6egw-qqe,80513.84114
siujn-6c3xw-jkjmf-xqmdo-bputg-k5xjk-osm7o-d2dxv-5hy7u-wanss-2ae,11760.44871
enkz6-6jlkg-noakc-gqamc-nctq3-kvwlw-uhefo-w3k2q-fgsvj-sn7td-lae,80513.84114
6sgfn-kfgva-2r2dt-ycxyx-4scpg-tole2-4urmq-wt2mp-kld5y-2hmg6-uae,11760.44871
ovdsc-yfxer-7tura-wmzch-lzyk5-i6xss-rqoln-lpy5z-dzt7c-l6xtb-aae,38899.94572
qbcl3-u5f37-5i5tr-wy3im-ii74r-qv2jl-ivf3f-irncr-b4ry4-ctyar-7qe,38899.94572
kvgpm-6k25w-vlzlk-glsia-7lzwb-sk5vo-7wkxd-bie2p-krxig-v433x-eae,38899.94572
de2vy-mhi3t-4wkuc-ioom5-3znvm-ejseh-dwz6d-nncuj-7bo6l-qhcuq-cqe,38899.94572
h4bfl-254zy-l775a-uq3wf-lhyyw-cmg4g-mynwe-ob6tg-psu2k-seuek-wqe,11760.44871
hc3bm-c5qem-m5fla-p4xf2-x7cw3-3vhgr-mrxta-lowmv-zxga5-a2jq4-kae,11760.44871
qsk6v-2pspc-iiw6q-73mni-sg4ep-fwiso-p7wio-hxr6o-qzw4c-oj4nq-eqe,11760.44871
oykf2-l44ge-uzwt4-nwupu-2doyh-7fld7-nu2fy-clbmn-2scpq-dmi4j-oae,11760.44871
sl3tr-u5v7g-6kg3y-2qsil-yfm5x-phb2s-hrw7s-xvzzu-5f2o4-z5vws-5qe,11760.44871
rpptx-ahilf-slvpz-en43j-5dhiq-2ij4i-mk2cs-55c7u-qvyk2-32anu-fqe,38899.94572
2inbt-4h6uu-xuzml-tsu46-add52-e5kdo-uj4us-xkxzj-247ov-rifc2-gae,11760.44871
2hqnn-zk73c-7mu35-ac4bi-mhmac-6vtox-27h2u-2n25f-4uv62-tasxq-eae,80513.84114
edclq-hjafb-ys6u2-y6vrc-vpxm4-zhmud-qrx4s-thxis-eiapj-glth2-2ae,80513.84114
462ob-r7hsv-adww2-eshy7-24prx-3wos5-qkesd-45zms-w5kyj-txmwy-gqe,38899.94572
66o2n-pus7i-zzh5h-4sfl5-gir2d-4o6su-ypexh-hph4e-hhc3n-sqrgp-pae,58802.24353
pvwdk-qbg24-qrhob-ivpik-3vdjw-zrzcn-ow2jm-db7ig-j4gpg-qf5yd-fqe,58802.24353
odkgs-hicox-isfjc-h63au-q7bje-oxvka-oxa3c-avwpa-qhz4p-4bfl4-zae,33472.04632
soutm-ktcz6-xwi7d-bjyhx-au464-mbeja-qvav5-74d2t-2mdqe-rztpo-3qe,33472.04632
6j24p-5gbm6-vlkap-4ms4e-tkq4f-6lo35-mwjuv-gvhqc-bukhz-nscww-iae,11760.44871
ozrix-czcp6-z44vo-vsa36-3ne3t-5jczs-qa3sd-d753o-h43rw-njkbn-bqe,11760.44871
pn4qu-zyjdb-y6c4u-ogqhm-dketc-hdmtn-iddtn-ix2vk-l5bpl-ke7dv-xae,11760.44871
mfrjn-oowpz-lu6g3-dj3ky-oxnzx-uyjp7-amuft-ujixa-slocy-fecdq-mae,11760.44871
rfcm5-7lwvx-muksf-sb4ip-lqq2l-pqmfi-gsv6m-rtdyw-ohptp-dlpyd-3qe,80513.84114
mztuy-wnodq-cqmxj-opxgj-fx5yp-ax6zz-6svnv-5hwjk-vpxz5-3bqi4-iae,80513.84114
isyej-mfchu-rpfv3-cs7a2-2uieu-j6ewm-en3hk-jug6o-sjx27-s2jf6-jqe,58802.24353
gcvjx-crm34-cmkbz-eoqxz-ebf5j-mx6vc-eydov-qsfsb-v4w22-qe6xe-wae,11760.44871
yyp26-slsbm-c5aqx-akmrb-kzmvm-rswwd-jlzlg-hk5tj-ye23n-6lvs5-sae,11760.44871
dargo-ytsst-uqsdo-hkgt5-mo4yz-ak2dp-3xm7d-w7jnj-huinb-tyvkp-vae,33472.04632
lawoa-dbjjv-apjys-2yc35-6b6q5-k5y56-nw3vj-w6a7s-dl4bb-pxssk-iae,11760.44871
mp7hb-ccdof-btycj-yx2ui-hqses-le2u7-4tpdx-b4j3e-rciqd-jdsnb-sae,80513.84114
kezw4-sswu7-fm6np-4gumx-t7efp-ngjgd-rs3pc-377c2-rmmkp-2t6pz-iae,11760.44871
q7424-bibvy-unpxz-7l5ka-vs55j-qm646-qh2x2-jhy7s-nbx65-jc6dl-nqe,38899.94572
6vjzr-4myqq-lotcu-jpkdr-prbga-7t33z-ixgtg-twobc-rddzh-j72br-mae,80513.84114
fsvfy-ojy6b-gucey-i5xdw-4vgao-oih7g-3dxux-oip73-ncwdq-oiy7p-lqe,11760.44871
e2u7y-3ynva-3dqvx-gmomp-khyqt-mg7lp-h2bfl-67ik5-ablvh-bewuc-xae,11760.44871
c6sy3-llb55-hqgc5-bsqms-4fmub-hcrpn-3lg6a-ivlys-ycqyr-xtpig-wae,11760.44871
3agkm-x4xab-3mssg-srpjf-ot4ko-loeuo-vneih-3w2pb-sugxe-eis3h-6ae,11760.44871
skfnf-zspm7-p3jh4-nbg7g-6apyb-nkzc6-e3pcf-qxx33-34wly-att6j-4ae,11760.44871
ymv2r-xyfk2-wnhjd-yjsvm-xpfl2-edjbn-l2i2z-k27oo-cpq2l-b6vut-nae,80513.84114
sb7pf-fxntq-rou5y-fy42f-hcq3x-77vhh-jtkqg-gcboz-vvmu4-yiyn6-6qe,11760.44871
brkwv-bhvno-pc4ok-44kc7-pvlmi-6mkjb-yvlty-fot5q-sxqwm-ztmcg-dae,11760.44871
qddab-iioeo-ftnnk-c5fxb-iwcy5-wrv7v-cmlvx-cx4so-mvvke-wueee-yae,11760.44871
ojy3e-pg7r3-xszjz-qptwl-u42j3-ko3xt-w4yls-pjdny-kweg5-uihzk-vqe,11760.44871
wjbzt-hcl5p-yu4ob-wnyev-dcvd3-lqjxs-2xlwh-m5ea5-tvmk5-z5z73-nae,11760.44871
ngvnk-p6yix-65hnt-i7exm-syjiu-uvjv2-ghhib-szloa-d3hif-lr33q-nqe,11760.44871
sq7d7-cm3tu-lwtml-julm3-cefyt-vkxvt-u2nw2-tkxwx-fqice-c5pha-pqe,60611.54333
mrmpf-upa7f-pvxlc-2s4pb-qmouh-hnzni-gm77g-sl6dm-6kzqv-7momr-hae,11760.44871
zyjw7-3nazb-q7cex-g2qqk-irv2k-c5jcn-iehd4-t5lbq-3jwe5-igd6d-aae,11760.44871
2tuuw-6dloc-5a5kz-tkjg2-mymvp-qjzjb-2h2ls-niiad-ygc4k-n5fix-pqe,11760.44871
qo25h-yf7mo-lp7jy-czdfl-fngdb-eif2a-xow7y-5sl3r-4ikff-2bi5t-uqe,11760.44871
vs2vw-flqb2-mr27d-afqmf-n2bls-wpiou-qbecv-u3lu6-ucrdl-wgopx-cqe,11760.44871
gg5lf-dsf23-zsklc-dcyjs-pgpxd-tnio3-n5bje-lvvr4-cn6cj-g5cog-jqe,11760.44871
ik3pj-m2xeg-5tuf2-4a736-yobbf-m5w4b-ogers-pdmwg-wzppo-jzw6i-yae,11760.44871
xhpam-jh3lx-m2vje-ssv3j-kx6hv-ijzin-5pp3a-pcs4a-f2iez-flzni-mqe,11760.44871
4bwvq-mdsxl-2i4od-kcdup-fgbkp-n2qzf-63ik3-zoucq-bk4fy-gtkp4-pqe,11760.44871
lxlsx-j56sp-52dkl-47acx-2ad2a-jvzcj-kj4bf-44t6s-uwhhq-a2jcp-uqe,11760.44871
psg7z-37qzf-kfq72-zinmh-sunsl-mhcig-6lnnd-ohv5b-cdssn-bmjbm-hqe,11760.44871
yshpo-h6oro-2v6vf-7bg2u-cmxtv-ssapn-zcjeq-ne3hm-zba3y-q6g2b-oae,11760.44871
y4qje-3g4xl-vpv2m-ja5zs-gihs6-ytc5c-ojaoc-s67vi-se2pq-oc3nz-2ae,11760.44871
24vl7-ri6kd-6k2ss-fhftj-lufct-v2eda-o3d2c-n2g22-n5t6v-5wzta-3qe,11760.44871
nfkzb-pzosw-iw44g-64h2s-em7wr-3ik2m-txyvf-rzgj7-pgkt2-dtmkk-tae,11760.44871
suwdp-nfja7-3b33f-oyyrs-2z77m-oxsny-zo2e3-nnhkc-grqyx-kqoxf-cae,80513.84114
2rct3-tw3lh-ykmov-ky4gs-put4g-vrbfx-kgigr-axhcp-so7xg-6nfeh-iae,11760.44871
orllv-iswhl-oq2ex-tjtly-yfjqn-s2gjq-t23po-mp27h-a2yxx-2tw22-6qe,11760.44871
nbb7u-tx6ih-v426j-f7vas-qkivb-nzsf6-jrpbe-giqea-chken-cihx7-hae,11760.44871
by5j4-wcpbc-2rsvj-zreps-kvrr5-lj3y4-ds53h-ryguy-7qh3u-nkj5s-aqe,11760.44871
jsgff-g4hpg-kuze4-ihap6-5iqyo-go24u-zh4oc-7k6wy-lhlkl-wzinp-tae,11760.44871
2dkrd-qfbkm-6www2-3rzij-yzoyj-7qge7-xiyms-tfgha-34ddj-wupby-fae,11760.44871
cbrci-ain6p-udstw-azyw5-b4qfb-p3oa5-fissm-x6tte-hyywe-xi64k-xqe,11760.44871
s7kza-5pquj-q4tvq-djczq-c4xka-eu6ml-a56pp-qtms5-qcjte-jxq76-tae,11760.44871
gqjse-n3st4-zgc4l-5mz26-ogwgv-747le-hyxjz-mkimd-jzyl3-zzod5-gae,11760.44871
7btj7-e53lk-z7sf6-b7x3y-57e7f-4qvwy-n6xbs-lu6y6-vvxth-nvgoj-cqe,11760.44871
4ylwc-7zq4a-omzh4-py7ye-hroj2-fanxf-pyaod-kyi4i-f4xcc-eeykp-xae,11760.44871
wxyfi-r6mvf-3ns3b-fymtp-5ewfk-bmrni-hq3yo-3lao4-waytg-cyzae-wae,11760.44871
6h5f2-r6n3c-orabj-2k6h3-ks7wc-cgo5q-z3vqo-ydzbg-xbgqc-zvp7x-zqe,11760.44871
74xnj-x3uxc-567yz-ud7oj-qox4k-3tv3k-nc2od-o4eef-ec5aa-pjwud-qae,11760.44871
owsy7-p6pk7-p3zbi-b5qh6-ryxsz-m5n7n-jodno-kkxkg-xfchg-akual-3qe,11760.44871
va5xy-4dzpv-qk3wb-c5ben-f5t2g-qyrje-tn3s4-ututv-cxngk-b7ooo-nae,11760.44871
w7oka-icqlc-xo5d2-ny5q2-np57z-vdzb7-fjjdt-uxart-n65jo-dzl6y-lqe,11760.44871
44ykq-nw34t-clgcs-yqjxo-jw576-qkgjd-53pmp-yuorm-fkhyc-inegn-kae,11760.44871
3d7mf-asvoj-oh5gm-hz2vo-hkfk5-okc4l-xi2vw-qcm5u-skvc5-jzob5-7ae,11760.44871
g7jyi-jr7ny-ceihp-64nll-h6ln3-5ktus-rmpds-4uulo-2uw6p-hgbvu-bae,11760.44871
l6ymw-ydx3q-chozd-gull6-3mnne-atnfe-nfye5-zhjoh-qcp2t-jexve-zae,11760.44871
wvvmt-7sxm5-lcfrk-vblgr-7m3ms-tj7r3-os4ua-ei2xj-4hlx5-q2gu4-bae,11760.44871
iq2sh-ndgi5-otdzm-kyhrg-fyyem-my7ni-2a7w2-stuqo-nv6sa-xid5z-zae,11760.44871
vxteb-w434r-pkcpi-2slnb-gihih-dlkek-4lwho-pmj4n-nnea2-gk4pb-6qe,11760.44871
swol4-7jmtf-ay5fl-5renq-ommqw-cnir4-vjnqj-jirtk-ytkjc-nyh7w-tae,58802.24353
tq43u-yv23y-dmyt5-tqibc-zirlr-hgqau-sw4fi-wkdzt-tsvqx-hchu2-5ae,11760.44871
lu5rn-p55ju-fb65n-wo6br-owmwy-kf6s3-364od-ib7ki-st4ps-lipkl-uae,11760.44871
qvljw-cwibq-tklvr-aycci-lzksw-2wgjz-qto7c-l7nx4-nxkjp-gaxoo-hqe,11760.44871
4cmcj-5fkzm-7ovuf-jybek-bbltg-6mhsc-ljmsu-nkzzi-v5lq2-x46it-oqe,80513.84114
a7qeh-hgezc-3wkiy-xreav-67o4c-amfsi-w55mu-j2yki-wkdsy-ufvqo-tqe,11760.44871
gxeqd-yko7j-unvqg-estqb-bqv22-27c45-oqqe6-37gp4-53a6t-fou3y-vae,11760.44871
x47ek-ejys5-cimze-gcymj-dlxcl-pmpa6-iygbr-6wghc-wq4s7-z6dau-sae,11760.44871
7tauv-b2lwf-sl7pi-6fwno-pfqa7-ltc35-qtsks-qewnh-rcnh4-jzi4y-yae,11760.44871
ym2cs-osw7k-fw6am-z42tv-wkdqg-t67xd-fj7m4-eosk5-tvhjs-sdd7v-mae,11760.44871
h5ztv-d44ry-kqet3-ata7v-meq3b-vo3cp-hymgo-bfkxi-iyjrz-pvepq-hqe,11760.44871
boaen-mnh3d-xuuj5-rwvrv-vcuz3-emamh-usdnv-wajun-d5jmo-nfxz3-hqe,11760.44871
5jchr-hdeuh-5qezj-hq6m6-qxdwf-5mzkf-phpv7-x3rqb-v5qtg-vwiws-4ae,38899.94572
xv3x4-glbog-sdsuh-hs2yl-cwuzk-o7bwu-i3f64-grfhs-dcqtk-r3t3j-oqe,11760.44871
etybh-tdr7r-s6tkl-kpsdf-7t7ao-i6za5-bcol5-ekzqz-ftsr5-nb35o-mqe,11760.44871
5tvbx-yktnz-pshpk-m3ymy-omiwl-e22kv-hlryj-foj36-kppb2-dyyzr-eqe,11760.44871
vhold-6gjie-a4ioq-d4qg3-ar2cg-euohn-37nbh-qtqxd-3kner-sv6gy-2ae,11760.44871
ersn4-f4dc3-ekoxi-yzixf-hj43n-e7s5v-sqrrr-hhdqz-uez5q-grzef-mqe,11760.44871
ox2on-7js2t-4xhpf-j4aoc-m6yzc-3q3zj-fztnm-czp5z-jj666-52jzh-zqe,11760.44871
t56i3-xjpxu-sgjn6-etrq3-boacg-7xd6x-wsfsv-byuj7-5hbhz-l7bev-fqe,80513.84114
cu2jd-sfe5q-uaoz7-bdl4k-dtvha-ndtcq-u4ysi-hpgqz-q7xxb-nmwyd-6ae,11760.44871
lj6ch-dqkfe-oq62k-nfoxt-jwfsk-zojyg-acnss-snb5t-rqs7j-coipo-xqe,11760.44871
lnld4-pwbdt-wvzd5-i4kzr-ckqdd-v4jxl-kncb4-vzjix-3robr-reczr-iae,11760.44871
urfvk-fbqeq-5jzcl-szcwd-32jtd-xdjaj-aaizy-cfr6a-rjtim-yraoj-qae,11760.44871
x53ox-2u7b3-rc7at-u46fp-slfd7-jxbo7-7wkhj-mgefn-arr67-nnsmx-yae,11760.44871
gcnqg-tbcwe-k6cuk-udkjr-46xxt-k7n2t-uylef-eubbb-s2t4o-capol-xqe,11760.44871
jcwt5-yw7qb-473x6-x6uuv-orngj-pymhi-tazrd-jlzox-37wun-rg7lr-tae,11760.44871
upm4k-wv72y-4xnyp-vms3j-yyxd4-sk5ei-acocu-3oxgq-4dnop-soldp-mqe,80513.84114
zx5gz-z5txj-6lb75-igwlm-v7c5b-pa33i-5wm3w-ten4w-hlupm-w3hzd-6qe,11760.44871
yhnrq-xocro-gntdy-7mghv-7cmyo-ue2hj-ravaz-sdbfl-ne5i4-kcmv5-5ae,11760.44871
mhmcu-be64r-p3fh2-sx7zi-kqinn-bsk6m-5ghy6-3yjol-27xcf-fmzqj-iqe,38899.94572
3ztgy-slpjs-k7ols-nohgu-hq6sr-khvmu-hpcps-clyd7-tbajc-rzdik-qae,11760.44871
qldp3-cinnl-geeia-awjhw-bb5bg-3mcma-qpqws-fs4mo-kknqq-am3ls-mqe,11760.44871
2aujw-tgvbq-qkg6v-i6552-uxwwi-ltlge-leok7-lnepb-frpzu-xjb67-7ae,11760.44871
wx5qk-6ijfw-qmlxd-cz26s-rj5xl-dl7hd-fjigz-vecwq-blzpd-7dbg4-wae,11760.44871
x522g-cjfoz-2vg52-egsh5-nuiam-hcknm-vfn5d-26eea-e3dc3-tl3ni-5ae,80513.84114
d5kw7-ctua5-wcp6v-ok2ly-fs3pg-zvjag-wx3eq-cjgzd-dog62-x63wt-eae,80513.84114
ynz3p-irjao-4pbpe-5mg3p-7c6ha-ezgzt-unsld-yzwvo-vq7el-bpa2a-iae,11760.44871
thmqc-cgpxi-wm54x-exrqg-rpchw-r7uyn-kex5t-bhouz-kaglc-5xjh3-pae,11760.44871
xp3on-vadmb-dxo4d-2gjec-23wsp-nkfyn-uu6mu-e2e4n-l4vth-jmasq-eqe,11760.44871
yhrj2-x3oxe-5tgnd-5kjqq-p6mod-mxlmu-ond7p-i52i5-kju64-vztuh-yqe,11760.44871
glrvi-552se-m6pha-x2ubd-ql6yp-vxq2e-yws34-wzn2f-kiz45-agzcd-vae,11760.44871
ntmyt-7itm6-cczup-dikci-2sehp-46ezq-bhloh-kixy7-bkeex-w3vkx-2qe,11760.44871
xrcuv-y4ufi-7fli2-bffep-c3emf-fy7gf-xvzmc-xppfh-eafy2-hza23-mqe,11760.44871
6oxur-exejo-6wc23-n5bao-zsmmf-hvs5b-3su4t-oqfam-ejxql-sba4e-uqe,11760.44871
pmfvw-4lnca-lhac2-cjgjf-scnbh-pno5l-da4qb-blyph-yjran-bpvfw-vqe,11760.44871
hpjnq-dijpv-jhjmq-xcpmy-4nbyv-mfmnv-cgdev-pkg4s-xgnqb-h5xev-jqe,11760.44871
7m6ky-yk7yb-lhzip-7xk3h-tzxwy-pabe4-e3hp4-z4xhi-62d2w-lhtdj-qqe,11760.44871
o33eg-7fzns-mwhxy-2bjrm-ula24-4evyn-hueps-q5cmx-eshgu-uzsjp-nqe,11760.44871
bg5d7-nvqwl-5kt6l-5ng25-ry3en-i6ss3-inczw-xezpt-43nga-nqwg4-wqe,11760.44871
r5dkh-cinhh-f6k7e-g6xpk-heu73-qd3ba-74lt2-g7vrp-lyg74-fdevi-7ae,11760.44871
6ii6p-tfycy-daq5z-emksb-shkw6-fr2rx-zq5pp-u2qkd-ork5k-eik75-eae,11760.44871
7djfz-jusk2-c4p7z-tmilu-p3epc-2q2gu-y6oze-ueifk-hl66n-xzhtb-gae,11760.44871
mcywa-cq2cj-w7tzd-t5bde-mwhhc-35vge-ly4yk-lxnrn-epjmx-t2e5b-uae,60611.54333
7krxl-wprm6-3fcr3-sxblk-ipwxn-2oxnb-rr6um-q3wb5-66vgn-humcu-bqe,11760.44871
e3esj-lapvn-n4clp-6tx5h-5rkcr-f4ge7-el2dj-welsr-q5qot-kcpve-bae,11760.44871
4qbfn-ef5le-pa2qh-3ahzz-4jguj-uahp3-iewyb-3lvqn-gtk5e-fayda-wqe,11760.44871
m3tvt-exztp-hcvcu-pilzc-rgeni-bckl2-cymsi-gi3in-r5s6a-o2jsv-3ae,11760.44871
cacnc-cdcb7-c32y4-4z44s-legcf-bwzct-3lkuh-gi3kd-nwe3j-lflsw-nae,11760.44871
gy6d6-as5kw-kmjpa-oar4b-prsgw-ry2r5-32eso-ku5jg-n24nr-7fe7y-3ae,11760.44871